DOC_ID	LABEL	RATING	VERIFIED_PURCHASE	PRODUCT_CATEGORY	PRODUCT_ID	PRODUCT_TITLE	REVIEW_TITLE	REVIEW_TEXT
1006	__label1__	3	N	Shoes	B007H3LPSY	Simplified Style Handbag Elegant Shoulder Bag Canvas Purse	bag	it does look like the photo, it just came all folded up and still has some creases. It also smelled really bad.
1007	__label1__	4	N	Office Products	B003MB39BQ	Crap Stamp By Knock Knock	funny stamp. really funny stamp.	I got one of these to stamp on bulshTT "Tps reports" and other junk that people put on my desk. My office has the worst beurocracy of paperwork. We stamp most things with CRAP. LOL!
1008	__label1__	4	N	PC	B00CPZLKBQ	Acer Aspire AZC-605-UR21 19.5-Inch All-in-One Desktop (Black) (Discontinued by Manufacturer)	it is always live	My husband likes solitaire and the versions in the app store have ads flashing or uses XBOX which we do not have. There is no start button and the X in the upper right corner to close programs is gone & what I hate the most you cannot sign out of the email, it is always live.
1009	__label1__	1	N	Beauty	B00JKSZZSU	Brush Heads Replacement. Deep Pore Twin Pack. Mia 2, Mia, Aria, Plus, Pro. Generic Compatible by Green Portal®	I've used better. I should have read the other negative reviews ...	Meh, I've used better. I should have read the other negative reviews before ordering. Feel very cheap and not a very good price.
1010	__label1__	4	N	Books	0990735702	The Wild Ways of Tim O'Reilly	What a great read! The author paints a beautiful backdrop to ...	What a great read!  The author paints a beautiful backdrop to a thrilling story line as you travel with the characters from California to Texas to Hawaii.  Lots of flying woven throughout.  I couldn't wait to get to the next page.
1011	__label1__	4	N	Home	B001T4ZAX8	Maytex No More Mildew Super Heavy Weight Mildew Free Premium 10 Gauge Shower Liner or Curtain with Rust Proof Metal Grommets, Clear	good item	This liner would be great if it wasn't too wide and too short. I have to hang my curtain rod lower than I would, so that this liner fits properly
1012	__label1__	4	N	Home	B002CD5OEK	Honey-Can-Do DRY-01101 Retractable Clothes Dryer Clothesline Hotel Style Metal, 8-Feet Line	works well	I don't know why I never had these installed before. No more hanging lingerie and bathing suits over the actual shower bar. Now I have my very own indoor clothesline. The metal finish is lovely, and it works well. Hooray.
1013	__label1__	4	N	Video DVD	B000FILVHI	The Black Eyed Peas: Live from Sydney to Vegas	Good, but not great	If you like the BEP, then you will like this DVD.<br />They are not at their best, but even then, they do put on a really good and entertaining show.<br />Their later live performances evolved, and are much better.
1014	__label1__	3	N	Kitchen	B009GKNVTW	Amazing Cake Stand Multifunctional Cake and Serving Stand 30.4 cm (6 Uses)	scratches	Not happy with the scratches. It distracts from the cake, at least in my opinion. No one else seems to notice it.
1015	__label1__	4	Y	Wireless	B00X2NQ9NY	Kodas Bluetooth 4.0 Wireless Stereo Noise Canceling Headphone for Iphone 6 6plus 5s 5c 4s 4, Ipad 2 3 4 New Ipad, Ipod, Android, Samsung Galaxy, Smart Phones Bluetooth Devices - Blue	Good for the price!	Work as expected - Little fiddly to fit onto the ear. Some assistance requited the first few times.<br />Battery life is good.<br />Nice bass levels.<br />Also works really well for calls.
1016	__label1__	3	N	PC	B003NREDC8	Logitech Desktop MK120 Mouse and keyboard Combo	randomly types capital letters	It feels nice and is fairly quiet as it says but mine is defective. It randomly types capital letters, wakes my computer from sleep with other dysfunctions.
1017	__label1__	1	N	Beauty	B00NK3VZOY	Beauty Facial Extreme Clay Mint Healing Mask	Low Quality & Small	If you are going to spend this much get something quality like GlamGlow Mud.  The container is cheap and the product is low quality. Smaller than I thought!
1018	__label1__	4	N	Electronics	B008AX7RFU	MiiKey MiiSport Black Wireless Bluetooth 4.0  Headphone with Microphone ,Built-in MP3 player,Supports Micro SD ,Sweat-proof and HD Audio	Average product no bad not so good	This was a gift for my daughter and so far they are meeting her needs. She is a college student and needed something that wouldn't break and was "LOUD". I checked them out when I visited her and they are pretty good for the price can't complain.
1019	__label1__	4	N	Grocery	B001G8UC8K	Tootsie Roll Midgees Candy 5 Pound Value Bag 760 Pieces	not bad	Not bad! It still tastes amazing, though that might be because I'm a huge tootsie roll fan. On the other hand, our local store just stocked up on this and it's much cheaper there too, so I guess I know where I'm getting my supply from now on.
1020	__label1__	2	N	Kitchen	B0009XYW4I	Joyce Chen 33-2029, Burnished Bamboo 5-Piece Utensil Set	A lot odd pieces	I don't like about the product was the shape of the utensils. I have to get used to the shape and I didn't notice until after I purchased them that it doesn't come with a fork utensil. A lot odd pieces, but Very cheap quality. If I knew I wouldn't buy.
1021	__label1__	4	N	PC	B00E3W1726	[DISCONTINUED] Samsung 840 EVO 250GB 2.5-Inch SATA III Internal SSD (MZ-7TE250BW)	Fast drive	I purchased this drive because a friend of mine said Samsung makes quality SSD's. It's fast and the price was OK.
1022	__label1__	3	N	Outdoors	B000H8250S	High Sierra Loop Backpack, Black/Charcoal	smaller from regular backpacks	The thing which I did not like, is that as a women's backpack it is a little smaller than what I'm used to from regular backpacks. The shoulder straps are nicely cushioned, though.
1023	__label1__	1	Y	Lawn and Garden	B00116SH70	Hudson 18539 3.75 Gallon 2.4 HP 2 Stroke Gas Powered Professional Bak-Pak Power Duster	not happy with this	junk ---pipe pulls right out every time . top seal from tank cap leaks everytime,,u could only spray downwards cant spray upwards with this .. i would not buy this again .
1024	__label1__	4	N	Electronics	B00B7D4CS0	Philips DS3205 Charging Speaker Dock for iPhone 5/iPod with Lightning Dock	son loved it	I ought this for my son and he loved it. It's perfect for his not-too-big room and the sound quality is great. I can hear some decent bass too. Guess it's a steal!
1025	__label1__	3	Y	Books	0743264363	Get a Financial Life: Personal Finance In Your Twenties and Thirties	Finances	Nothing new in this book , if you already have read something in how to master your financial life this book will not be a much help for you.
1026	__label1__	2	N	Furniture	B002NS0ZCK	MidBack Black Mesh Swivel Task Chair	It squeezes	I am nnoyed by he fact that this chair squeezes a lot: when I sit down on it and when I get up. It becomes annoying after a couple of days of intense use. The materials are pretty cheap, also. The design is nice.
1027	__label1__	3	N	Beauty	B000KK53L6	AcneFree Severe Acne Treatment System	Sizes were not true	I was a long time proactive user, but didn't care for their customer service and wanted something cheaper. This system claims to be half the price of proactive, but since it comes in smaller containers, that aren't exactly true.
1028	__label1__	4	N	PC	B004FI11C4	Goliton® Universal Silicone Laptops Notebooks Keyboard Protector Skin (Size:365MM*134MM)	Good temporary protection	It's very hard to find a keyboard protector for my laptop model so I settled for a universal one. I just use it as a temporary protection when I eat and drink while I work but remove right after I finish gobbling and gulping because I can't see very well through it. Works it purpose for me.
1029	__label1__	3	N	Baby	B00EVTEYEY	Hudson Baby Double Layer Blanket, Blue	Holes in my blanket	This is a really comfy blanket, but when I took it out of the package there were two holes big enough to put my finger through.
1030	__label1__	4	N	Electronics	B00HVVONP4	Apple EarPods 827 In-Ear Stereo Headphones with Remote and Mic - White	worth for money	I am using this headphone for a month,it delivers good clarity.The bass quality is above average and treble dominates but it gives the quality sound worth for its price.so it is worth buying.
1031	__label1__	1	N	Office Products	B0017D1P9E	Ampad Wirebound Pocket Notebook, Narrow Rule, 3 x 5 inch, White Paper, 50 Sheets per Pad (25-093)	This is overpriced	I did not buy this product because the price is just way too high and it does not make sense to get just a single pad of this notebook. If they're going to charge high anyway, they might as well sell them by the bundle or something.
1032	__label1__	1	N	Electronics	B00I9HC50O	Grace Digital GDI-BTAR512 100-Watt Digital Integrated Stereo Amplifier with Built-In AptX Bluetooth Wireless Receiver (Black)	Annoying hissing	This amplifier seemed like the perfect solution for my problem. I wanted an integrated solution to stream music from my iPhone to a pair of floor-standing speakers wirelessly. My speakers do not have wireless and I did not like having a separate wireless receiver and amplifier. Since my phone supports Bluetooth I gave this amp a try.<br /><br />It worked as long as the distance between my phone and speakers was within 20 feet before cutting out. The build quality seems a bit cheap but for the price I guess that is what you get.<br /><br />The real bummer however was the fact that there is a constant hiss in the audio. I think this hiss is generated by the amplifier itself. If I turn down the volume the hiss goes down. If I turn it up the hiss comes back. This is very annoying since I otherwise would have liked this product. Unfortunately this constant white noise is driving me crazy. I have since returned this unit and purchased a similar product from another vendor.
1033	__label1__	3	N	Home	B004GXAIDG	Popular Bath "Sinatra Silver" Shower Curtain	Not My Style	I thought I would like it better once it arrived but it's just not my style. However, the black in it goes very well with my espresso vanity.
1034	__label1__	2	N	PC	B00HRO386A	Dell Inspiron 15.6-Inch Touchscreen Laptop (i15RVT-3809BLK) [Discontinued By Manufacturer]	not bad!	It gives a touch capability with new experience to interact with the world.The only thing that I have a problem is the fact that the laptop that is shown in the pictures shows that the laptop has a CD drive but mine did not come with one. I now know not to go off what I see in the picture because the picture is just something to draw you in more. So check specifications before going to order.
1035	__label1__	3	N	Beauty	B0056JVQ8A	Le Edge Full Body Exfoliator - Pink	no difference	Either I really don't know what I'm looking for or this thing doesn't really make much of a difference for me.
1036	__label1__	3	N	Wireless	B005CRPU74	Samsung Original OEM EB484659VA/VU 1500mAh Spare Replacement Li-ion Battery for Samsung Gravity Smart and Gravity Touch 2 - Non-Retail Packaging - Silver	I have used it for a day now, it works just like the OEM battery comes with my phone.	I've always trusted amazon sell original and quality products. I knew I was right. The battery came exactly as expected and exactly as shown on the picture
1037	__label1__	3	N	Beauty	B001DNE3KQ	Panasonic ES8103S Arc3 Men’s Electric Shaver Wet/Dry with Nanotech Blades, 3-Blade Cordless with Flexible Pivoting Head	Plastic protector did not fit properly	My complaint is that the plastic protector for the head of the razor did not fit properly and has now cracked. I taped it back together. The manufacturer needs to redesign it so it fits better.
1038	__label1__	4	Y	Apparel	B00HF4N2UO	eFuture(TM) Navy Blue Women Lady Girl Beautiful Fashion Charming Beige Polka Dot Warm Scarf Wrap Shawl +eFuture's nice Keyring	Good job!	It's amazing! I started using this and my friends really noticed this wonderful scarf, A lot of compliments I received this day.
1039	__label1__	4	N	Books	1404104348	1001 Things Every College Student Needs to Know: (Like Buying Your Books Before Exams Start)	Appreciated gift	I gave this to my sister who just graduated from high school and was going to a state college and she was surprised at some of the information found here.
1040	__label1__	3	N	Home	B004AM5IUQ	InterDesign Forma Self-Adhesive Key Rack Organizer for Entryway, Kitchen - 4 Hooks, Stainless Steel	adhesives stick well on the wall. holds the keys ...	adhesives stick well on the wall. holds the keys properly. but when placed with a huge bunch of keys, the keys tend to slide from the hook.
1041	__label1__	3	N	Watches	B001UGDB0O	Michael Kors MK5145 Women's Two Tone Stainless Steel Quartz Chronograph White Dial Watch	I like the balance of tones	I've been wearing this watch for about two weeks now and love it! I like the balance of gold and silver tones on the watch band design as I had a difficult time finding a two tone watch with a balance of both colors.
1042	__label1__	4	Y	Office Products	B00HIZ8110	eFuture(TM) Light Blue/Pink Pastorable Floral Canvas Pen Pencil Bag/Case/Pouch/Holder with Zipper Closure +eFuture's nice Keyring	this is a great deal. I am satisfied with it and I ...	Well for me, this is a great deal. I am satisfied with it and I don't have any issue using it. I will buy another one for my granny.
1043	__label1__	4	Y	Sports	B00E860KB6	Silicone Swim Cap for Long Hair (Black) - Unisex for Women and Men - With Ergonomic Ear Pockets to Cover Ears - Greater Durability Than Latex Swimming Caps - Lightweight and Comfortable for Adults and Children, Girls and Boys - 100% Satisfaction Money Back Guarantee	No problems encountered with this swim cap	This swim cap for long hair is good, I like the design and quality. So far I haven't encountered any problems using it. I would recommend it to anyone.
1044	__label1__	4	N	Home	B00L8OVINA	PHILIPS perfectcare Aqua Iron GC8640 Pressure 5bar + free gift	Lightt weight Easy to use	This is first time trying it, and it's feel easy to use, and it will tell us when to turn on, when it got heated enough to get started.
1045	__label1__	3	N	Baby	B002TIU9X4	GEENNY Boutique Crib Bedding Set, Beautiful Amazon Jungle Animals, 13 Piece	MUCH cheaper	I was originally planning on buying the crib bedding set but I am glad I found this! It looks JUST like the Jacana set but MUCH cheaper and comes with more. The quality cannot compete with the other crib bedding set which I got before.
1046	__label1__	3	N	PC	B002J9HBIO	Case Logic VNA-216 16-Inch Laptop Attache (Black)	LOVE IT	I bought this briefcase to travel issue, Actually I put hundred of thing inside it :D<br />it's really great one, Hard material.
1047	__label1__	1	N	Beauty	B00SY2JSUE	Keraplex Organica Shampoo for Hair Loss Prevention - Hair Regrowth Shampoo with DHT Blockers Leaves Hair Fuller, Shinier & More Beautiful (8 Oz)	Very disappointed in this product	Very disappointed in this product. If it is supposed to have no harmful preservatives, then why do they contain chemicals that can cause allergic reactions. The next thing is all those ridiculous amount of five star reviews that are clearly paid for. Bad stuff, don't buy it.
1048	__label1__	1	N	Beauty	B0079R6BD2	PURA D'OR Hair Loss Prevention Premium Organic Argan Oil Shampoo (Blue Label),  16 Fluid Ounce	made my HAIR SHED worse, STAY AWAY!	tossed out the bottle after using this for 2 week. ONLY MADE MY HAIR loss worse and only left my hair SLIMIER after using it. looking back, most reviews posted seem FAKE I cant believe I feel for this. STAY AWAY!
1049	__label1__	2	N	Wireless	B00AFGI5RE	Plantronics M155 MARQUE - Bluetooth Headset - Frustration Free Packaging - Black	Good for casual use	Great design, they fit really well in the ear which is very important, and it's light. but all that don't amount to much if you have a hard time hearing from it. it got really worst when i used it a couple of times doing my morning runs. Perhaps I had a lemon but as far as my unit goes it just won't do for me.
1050	__label1__	1	N	Beauty	B0077P0OU2	Kerastase Kerastase Specifique Bain Stimuliste Gl Shampoo for Unisex, 8.5 Ounce	dried out my hair	After washing my hair with this my hair felt like hay! And afterwards when dry, it looked dried out and frizzy. I will never buy this again. Waste of my money.
1051	__label1__	4	N	PC	B0089KJQKI	MSI NVIDIA GeForce GT 620 2GB GDDR3 VGA/DVI/HDMI Low Profile PCI-Express Video Card N620GT-MD2GD3/LP	graphic	I purchased this as an upgrade for my brother in law's computer. It performs well enough that he can now play his games on his computer. For a basic gamer or just anyone that made the unfortunate mistake of purchasing a slim computer I would highly recommend this card.
1052	__label1__	2	N	Home Improvement	B001G6MKJQ	Versailles 2 Light Touch Lamp	wouldn't recommend this one to anybody	wouldn't recommend this one to anybody. the sensors are a bit slow and i have to repeatedly touch them for the sensors to work. but it fits our small bedside tables well.
1053	__label1__	3	N	Health & Personal Care	B002RL8FDO	Kirkland Signature Enteric Coated Fish Oil Omega 3 1200 MG Fish Oil, 684 MG of Omega 3 Fatty Acids, 180 softgels	Unsure about the quality	I would usually go for the fish oils. Of course the brand is always a lower price. I am unsure about how the quality compares. These are just as they say and I haven't had problems with the "fish oil burps" after taking them. That's about all I can say. I have been using Fish Oil since it has been deemed a healthy addition to one's diet. The only thing better than a good product is a good, cost effective product.
1054	__label1__	3	N	Toys	B0007P5KHG	Toysmith Newton's Cradle Physics	Quality is not that satisfying	I did not expect that it was too small. However the product still serves its purpose. Quality is not that satisfying. Product is just okay.
1055	__label1__	4	N	Wireless	B00EC2CIZM	hsini 360 Degree Rotation Mobile phone Car Mount Holder Placing Plate (Small) - Retail Packaging - Black	not bad	I have tried many different phone mounts for my phone and this one is the first one that has worked. In fact, it's been perfect. After using this for few months in my car, I found its most redeeming feature is its ability to suction onto different kind of surface (uneven, textured) of my car dash. I shouldn't be messing with phone while driving anyway!
1056	__label1__	4	N	Tools	B000NIFKRM	Stanley GR20K Trigger Feed Hot Melt Glue Gun Kit	Way way better than most glue guns	This is a great tool. The glue stick melts very quickly and does not require to be pushed down like my old glue gun. It goes down smoothly in itself, making me finish my craft a hell lot faster!!!
1057	__label1__	4	N	Lawn and Garden	B00IJB8F3G	16" Luxury Oak Barbecue / Grill Tongs - Mr Grill	BBQ Tong	It's a BBQ tong and does what a BBQ tong does. I suppose that's a compliment these days where a lot of tongs don't do what tongs are supposed to do.
1058	__label1__	4	Y	Wireless	B00S79MY6E	Note 4 Battery : Stalion® Strength Replacement 3220mAh Li-Ion Battery for SM-N910 [24-Month Warranty] 2X Batteries + Stalion® Power Travel Battery Charger + USB Port (NFC Chip + Google Wallet Capable) for Samsung Galaxy Note 4	One Is Best And Other	I have purchased this product about two months ago and since then I'm using the spare batteries and I'm satisfied but still there is a problem as one battery gives the best backup and the other one is not good and gives the poor battery lifetime and that really disappoints.
1059	__label1__	4	Y	Wireless	B005VBNYDS	PowerGen® 5200mAh External Battery Pack High Capacity Power Bank Charger 1A output for Apple and Android Devices	Good though not quite 5200 mAh	The charger is perfect for my needs. It has ample power and is convenient to carry around. I charge my iPhone and office phone (HTC Thunderbolt) with this and I can probably get at least a full charge for both phones from it. I have tried it on separate occasions and so far, I have not been able to get even 4000 mAh from it. Not a big deal for me because a full charge for each phone is all I need when traveling. But if you are counting on the full capacity as advertised, know that it is really more like 4k or so (roughly). Still pretty good given the compact size in my opinion.
1060	__label1__	4	N	Tools	B00315CWXE	Shop-Vac 9650600 3.0-Peak HP Pro Series Wet or Dry Vacuum, 6-Gallon	good	We were a bit disappointed because we have to change the filters immediately. However this product works as advertised and the shipment and delivery was impressive.
1061	__label1__	4	N	Musical Instruments	B008D7DF22	Spectrum AIL 36K Student Size 36-Inch Acoustic Guitar with Award eMedia Lessons	pefect first guitar	Can't beat the price. Good quality and sounds great. I'm really enjoying it. Perfect guitar for a starter.
1062	__label1__	4	N	Toys	B004N5B9MG	Fun Express Metallic Rainbow Foil Fringe Curtains (1 Piece)	I really like the curtains specially the colors	I really like the curtains specially the colors. My daughter used them at a party she hosted. It was a success! Quality not all that great but then they are not for regular use.
1063	__label1__	3	N	Health & Personal Care	B001NGJMNG	NOW Foods Horny Goat Weed Extract 750mg, 90 Tablets	This stuff is incredible	I used this stuff before..... you know, it works wonders for me and myself and my partner had some great night together, I give it 3 stars because I am always tired once I'm done.
1064	__label1__	4	N	PC	B0040IUI46	ARRIS SURFboard SBG6580 DOCSIS 3.0 Cable Modem/ Wi-Fi N300/N300 Dual Band Router - Retail Packaging Black (570763-006-00)	This arrived in a nice package. It works great but the wifi coverage ...	This arrived in a nice package. It works great but the wifi coverage is horrible by comparison to the linksys that I replaced with this. Saves on monthly lease fee from my cable provider, though.
1065	__label1__	4	N	Pet Products	B0047ZZ85G	Petmate Deluxe Fresh Flow Cat	great saver	My cat is warming up to this water....he is suspicious, as most cats will e....but following he directions I have old water bowl out and not running the pet fountain will he starts drinking rom it. It is going to be a great saver 4 me....I want my cat todrink more and I think this will really be the trick to that.
1066	__label1__	3	N	Luggage	B003C1WQH4	Black and White Polka Dot Tote Beach Bag	look for a different bag	I got this bag after realizing my old sling purse was wearing out. I had high expectations because my old purse was so great. This bag has held up well. I carry a lot of things and this bag has so much room! The strap is just right. I just carry in on one shoulder though if you want it to go across your body you might look for a different bag.
1067	__label1__	2	N	Electronics	B0049MM3GY	Mach Speed 8 GB Trio-T4300HD MP3 Media Player (Silver/Black)	bad picture quality	I bought this for my adult daughter and was going to load it up with pictures and music. The music part was great but the display for the pictures was so bad that it was verually a waist of time. Looking at the engine of my Victory was just a blob of crome and black. No detail at all. Couldn't see any individual cooling fins.
1068	__label1__	4	N	Books	0062219979	The End of Diabetes: The Eat to Live Plan to Prevent and Reverse Diabetes	Really good for diabetics	This is a great book for dietbetics. I thought medicine was the only way to treat my condition for years. I didn't think it could be fixed through diet but it can. I love the way this book describes how to change your life. change is hard and it can be a little depressing at times.
1069	__label1__	4	N	PC	B0029Z9UNW	Arion Legacy AR504LR-BK 2.1 Speaker System with Subwoofer & Remote for MP3, PC, Game Console & HDTV - Black, 70 Watts	having a remote is nice. It has great lows	This has short cords, so I got to supply an extension for it. However, having a remote is nice. It has great lows, good mid and highs. So far, I like it.
1070	__label1__	4	N	Sports	B000Y09TVW	Tasco Rimfire 3-7x 20mm 30/30 Reticle Riflescope	Very great scope	For only this is a very great scope, and very Accurate once you get done with the hassle of Sighting it in, but Overall I love it and would Definitely recommend this to a friend an only 4 stars because you can always Improve on something
1071	__label1__	3	Y	Health & Personal Care	B00I3TFPCI	Probiotics 30 Billion Per Capsule; Flora Pro-Health by Naturenetics - 60 Day Supply - Vegan - 3rd Party Tested - No Refrigeration Required	No effects	I choose probotics because I would often see ads and commercial on how probotics where good for your health however after taking probotics for 7 days  i have a felt no changes in my bowels or the way i felt, I am saying that i did not dislike the product I am saying that probotics did nothing to improve myself.<br />i would recommend probotics to anyone who is willing to give it a try it might help them, but it did not work for me.
1072	__label1__	4	N	Books	1611099692	Brilliance (The Brilliance Trilogy)	Great book	Great book .I enjoyed this book.Brilliance is an exciting &#34;futuristic&#34; story that could easily have taken place today. A fun read, can't wait to start the 2nd novel.
1073	__label1__	4	N	Video DVD	B007ZEBKQM	SPANISH FOR KIDS: Early Language Learning System (Spanish in just 20 minutes) Kid Start Spanish - 4 DVDs + Music CD + Large Book + 50 Flashcards + Games + Apps included.	high quality, and lots of content!	My son loved Dora so much that I decided to support and encourage his interest. Compared to some of the programs I've seen this one comes with a lot more content. All the content fits together. The DVD's work well with the songs on the Audio CD, the flashcards work well with the memory game and we look at the book every night before bed. Well worth the money...
1074	__label1__	4	N	Camera	B004WBR8C6	Photographic Solutions Eclipse Cleaning System Solution	Any lenses really	You can use this for any lens or glass that needs cleaning really. It's effective and cheap. That's why we like it.
1075	__label1__	4	N	Pet Products	B001P05K8Q	C.E.T. HEXtra Premium Oral Hygiene Chews with Chlorhexidine, Extra-Large Dogs, 30 Chews	good job at cleaning their teeth	These chews appear to be a great dental solution for my dogs. There is a bit of inconsistency with the size of the strips and be careful as to where your dog works on them as they will stain carpets. Overall the chews seem to do a good job at cleaning their teeth and breathe.
1076	__label1__	4	N	Pet Products	B001STX13U	Purina Fancy Feast Wet Cat Food, Grilled, Seafood Feast Variety Pack, 3-Ounce Can, Pack of 24	Too expensive	My cats like the food but my wallet does not like the continually climbing prices. For the first year I bought this the price was pretty stable but it is now going up every month or every other month. Too expensive. I suggest shopping around a bit - there's bound to be a better deal somewhere on the Internet.
1077	__label1__	4	N	Furniture	B003FGWY1O	South Shore Axess Collection Desk, Black	School Desk	Purchased this for my son's room. His about to attend school and when I saw this I figured this is the perfect desk for him. He's already going on and on about school and he felt like he's really a student now because he has his own desk.
1078	__label1__	4	N	Shoes	B0026SOELK	Vintage Wayfarer Style Sunglasses Clear Lenses Purple	Best sunglasses I ever bought	Best sunglasses I ever bought, I sat on them twice, dropped them in a river, and they hold up, when I put them on I feel like I can see everything in HD, lens pops out for easy cleaning, ultra light weight, adjustable for abnormal nose sizes.
1079	__label1__	4	N	Pet Products	B008A3TE8I	Nylabone Dura Chew Giant Bacon and Chicken Flavored Bone Dog Chew Toy, Twin Pack	My German shepherd absolutely loves this! My stuff has ...	My German shepherd absolutely loves this! My stuff has been officially tooth mark-free for the first time in a very long time.
1080	__label1__	4	N	Tools	B002AUVWSC	3M Dust Respirators 8210 Plus, N95, 20-Pack	good for dusting.	for my project i had to do some community work,cleaning the city for a month was not an easy job and i had to protect myself from the dust in the city,i purchased 3m dust respirator and rhey served me throughout my project.
1081	__label1__	2	N	Health & Personal Care	B00QYZ6MLG	Legion Pulse Pre Workout Supplement - Best Nitric Oxide Preworkout Drink For Men and Women to Boost Energy & Endurance Creatine Free, All Natural, Safe & Healthy Fruit Punch, 21 Servings	Tastes great but has absolutely no energy	Legion is a good tasting supplement but it does not do anything for me as far as pumps. I have no extra energy. It's almost like drinking a really good tasting soda pop without the fizz.
1082	__label1__	4	N	Lawn and Garden	B00MTN6J4M	BEST Bird Repellent Scare Tape + FREE BONUS - Repels Birds & Daytime Predators - Huge 150 Ft. Roll	Farm	we have a farm and this is going to be used around the machinery shed to keep those pesky black birds out
1083	__label1__	3	N	PC	B00695LU5O	Cisco Linksys E1500 Wireless-N WiFi Router with SpeedBoost (Certified Refurbished)	not bad for the price	This is one of the cheaper routers out there. I would suggest going for one that is a little bit more that will last a lot longer and work 10x better.<br /><br />http://www.amazon.com/gp/product/B001AZP8EW/ref=as_li_ss_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=B001AZP8EW&linkCode=as2&tag=wwwworkoutwei-20
1084	__label1__	3	N	Grocery	B000EC63PU	PowerBar Protein Triple Threat 10g, Caramel Peanut Fusion, 1.94-Ounce Bars (Pack of 15)	The texture is not too dense	If evaluated for what it is - an energy bar - this measures up to my expectations. I carry this in my bag for emergency energy when I'm traveling or otherwise unable to get regular food. The flavor and texture are very satisfying and it doesn't leave a metallic aftertaste as some bars do. The texture is not too dense or overly crunchy - just the right balance.
1085	__label1__	3	N	Furniture	B003CT37L0	Sleep Innovations Shiloh 12-inch Memory Foam Mattress, Queen	Too soft, not enough stability	Too soft, not enough stability. Loved the fact that it was a pillow top, however, I like to sit up in bed, which is not conducive with this mattress; unless, of course, you want to feel like you are sinking.
1086	__label1__	3	N	Home	B000ZK4QH8	Iso-Cool Memory Foam Pillow, Gusseted Side Sleeper ,Standard	A Very Weird Odor	I ordered this because I love latex pillows and have been trying to find a good match to one I have at home that is on its' last legs. This pillow is airy and comfy, but thicker than I'd hoped for :( It does have a very weird odor as everyone else has mentioned- I aired it out outside and then put an older, recently used pillowcase on top of it. The smell didn't bother me when I went to sleep, and seemed to have disappeared almost immediately- I've had the pillow for about a month now. I like enough to keep it, but I will not buy it again unless it comes in a thinner width.
1087	__label1__	4	N	Baby	B005I19LOC	Graco True Focus Digital Video Monitor	Good Purchase	The child unit doesn't mount to the wall so unless you have a tall piece of furniture to sit it on you're kind of out of luck. There is a major delay between the child and parental unit. We can hear our daughter cry out from her room before the monitor picks
1088	__label1__	4	N	Books	146804009X	THE BRAIN That Changes Everything: The Ultimate Guide To Accelerating Your Brain	Read it, learn it, love it	To say this book is useful to all is an understatement, but unfortunately not everyone thinks that way. Yes the book can be boring, yes the book is dry, but when have you ever enjoyed learning like you enjoy a movie? If you want to help yourself out in life check this out, do the exercises, just give it your best shot, but actually try.
1089	__label1__	1	Y	Beauty	B00I65AGHI	HairAnew (Unique Hair Growth Vitamins with Biotin) - Tested - For Hair, Skin & Nails - Women & Men - Addresses Vitamin Deficiencies That Could Be The Cause of Hair Loss / Lack of Regrowth * 60 VCaps	I don't really see a difference in my hair. ...	I don't really see a difference in my hair. I've been taking it almost a month, so maybe I need to give it a little more time.
1090	__label1__	2	N	PC	B00DYQYJ0E	Kingston Digital DataTraveler SE9 32GB USB 2.0 Flash Drive, Silver (DTSE9H/32GBZET)	Not worth it really.	This is sadly a horrible product. I've been encountering problems using this. First, it sometimes won't read and those are times I go panicking, thinking it needed to be reformatted. Second, it got some scratches and that's really disappointing. It got me thinking that this is cheaply made yet expensive. Not worth it really.
1091	__label1__	1	N	Beauty	B002VLZHLI	Kirkland  Minoxidil 5% Extra Strength Hair Regrowth for Men, 6 Month Supply	Not a usable product.	It is a messy product. It stains my shirt and pillow. It makes me itchy like crazy. I will feel better if it worked for me. But it didn't after over four months.
1092	__label1__	3	N	PC	B0027VT6V4	Cyber Acoustics 30 Watt Powered Speakers with Subwoofer for PC and Gaming Systems in Standard Packaging, (CA-3602a)	computer speakers.	Very good sound for the price I paid. Was amazed at how powerful the speakers were. I use these for my laptop. It came in handy watching movies and listening to music.
1093	__label1__	4	N	Lawn and Garden	B001UQ6WKU	Makita BUB182Z 18-Volt LXT Lithium-Ion Cordless Blower - Bare-tool	Excellent product	Very useful product for cleaning PC, windows, curtains. Its a do it yourself easy product for house wives and home makers.
1094	__label1__	4	N	Furniture	B002YD8E0Y	Convenience Concepts American Heritage Console Table with Drawer and Shelf, Black	A Good Buy!	This is the second piece that I have ordered from them and again I was pleasantly surprised! It did however have a small dent on top, but for the price and the fact that it will be covered anyway, it wasn't worth returning.
1095	__label1__	3	N	PC	B007KTY4A6	AS Rock LGA1155 DDR3 SATA3 USB3.0 Quad CrossFireX and Quad SLI A GbE ATX Motherboard Z77 EXTREME4	motherboard	I used to build for fun and profit, now I just build because I'm ready for a new machine. I don't want to tinker much, I'm looking for reliability and stability.
